partner,course,skills,rating,reviewcount,level,certificatetype,duration,crediteligibility
Meta,Meta Social Media Marketing,"{"" Marketing"","" Digital Marketing"","" Social Media"","" Advertising"","" Communication"","" Media Strategy & Planning"","" Marketing Management"","" Customer Analysis"","" Brand Management"","" Business Analysis"","" Marketing Design"","" Sales"","" Strategy and Operations"","" Data Analysis"","" General Statistics"","" Market Analysis"","" Probability & Statistics"","" Leadership and Management"","" Research and Design"","" Creativity"","" Planning"","" Entrepreneurship""}",4.8,17.5k,Beginner , Professional Certificate , 3 - 6 Months,true
Google,Foundations of Digital Marketing and E-commerce,"{"" Digital Marketing"","" Marketing"","" E-Commerce"","" Strategy"","" Data Analysis"","" Social Media""}",4.8,15.6k,Beginner , Course , 1 - 4 Weeks,false
Vanderbilt University,Prompt Engineering for ChatGPT,"{"" Creativity"","" Problem Solving"","" Writing""}",4.8,1.7k,Beginner , Course , 1 - 3 Months,false
University of Pennsylvania,Finance & Quantitative Modeling for Analysts,"{"" Finance"","" Business Analysis"","" Data Analysis"","" Financial Analysis"","" Accounting"","" Forecasting"","" Financial Management"","" General Accounting"","" General Statistics"","" Statistical Analysis"","" Financial Accounting"","" Mathematical Theory & Analysis"","" Accounts Payable and Receivable"","" Probability & Statistics"","" Basic Descriptive Statistics"","" Correlation And Dependence"","" Data Model"","" Decision Making"","" Regression"","" Generally Accepted Accounting Principles (GAAP)"","" Management Accounting"","" Statistical Tests"","" Strategy and Operations"","" Budget Management"","" Microsoft Excel"","" Spreadsheet Software"","" Entrepreneurship"","" Linear Algebra"","" Computer Programming""}",4.5,15.7k,Beginner , Specialization , 3 - 6 Months,false
University of Pennsylvania,Introduction to Finance and Accounting,"{"" Accounting"","" Finance"","" Financial Accounting"","" General Accounting"","" Financial Analysis"","" Generally Accepted Accounting Principles (GAAP)"","" Accounts Payable and Receivable"","" Cost Accounting"","" Account Management"","" Cash Management"","" Decision Making"","" Investment Management"","" Taxes"","" Budget Management"","" Estimation"","" Management Accounting"","" Problem Solving"","" Business Analysis"","" Mathematical Theory & Analysis"","" Mathematics"","" Data Analysis"","" Entrepreneurship"","" Strategy and Operations""}",4.6,12.9k,Beginner , Specialization , 3 - 6 Months,false
Stanford University,AI in Healthcare,"{"" Machine Learning"","" Leadership and Management"","" Data Analysis"","" Data Mining""}",4.7,1.3k,Beginner , Specialization , 3 - 6 Months,false
DeepLearning.AI,Machine Learning Engineering for Production (MLOps),"{"" Machine Learning"","" Applied Machine Learning"","" Python Programming"","" Statistical Programming"","" Tensorflow"","" DevOps"","" Devops Tools"","" Exploratory Data Analysis"","" Feature Engineering"","" Machine Learning Software"","" Probability & Statistics"","" Cloud Computing"","" Deep Learning"","" Google Cloud Platform"","" Other Cloud Platforms and Tools"","" Performance Management"","" Kubernetes"","" Leadership and Management""}",4.7,3.3k,Advanced , Specialization , 3 - 6 Months,false
Google,Play It Safe: Manage Security Risks,"{"" Audit"","" Leadership and Management"","" Risk Management""}",4.8,3.6k,Beginner , Course , 1 - 4 Weeks,false
University of Michigan,Python 3 Programming,"{"" Python Programming"","" Computer Programming"","" Problem Solving""}",4.7,21.3k,Beginner , Specialization , 3 - 6 Months,false
DeepLearning.AI,Natural Language Processing,"{"" Natural Language Processing"","" Machine Learning"","" Python Programming"","" Statistical Programming"","" Artificial Neural Networks"","" Deep Learning"","" Probability & Statistics"","" Statistical Machine Learning"","" Machine Learning Algorithms"","" Applied Machine Learning"","" Computer Programming"","" Human Learning"","" Mathematics""}",4.6,5.5k,Intermediate , Specialization , 3 - 6 Months,false
DeepLearning.AI,DeepLearning.AI TensorFlow Developer,"{"" Machine Learning"","" Tensorflow"","" Deep Learning"","" Machine Learning Algorithms"","" Artificial Neural Networks"","" Applied Machine Learning"","" Human Learning"","" Computer Programming"","" Python Programming"","" Machine Learning Software"","" Natural Language Processing"","" Computer Vision"","" Forecasting"","" Algorithms"","" Data Visualization"","" Network Model"","" Statistical Machine Learning"","" Statistical Analysis""}",4.7,24.3k,Intermediate , Professional Certificate , 3 - 6 Months,false
Meta,Meta Back-End Developer,"{"" Python Programming"","" Databases"","" HTML and CSS"","" SQL"","" Database Design"","" Programming Principles"","" Algorithms"","" Computer Science"","" Big Data"","" React (web framework)"","" Software Testing"","" Web Development"","" Application Development"","" Back-End Web Development"","" Cloud API"","" Cloud Computing"","" Cloud Infrastructure"","" Collaboration"","" Communication"","" Computer Programming"","" Data Model"","" Data Structures"","" Data Warehousing"","" Database Administration"","" Database Application"","" Database Theory"","" DevOps"","" Django (Web Framework)"","" Front-End Web Development"","" Full-Stack Web Development"","" Javascript"","" Kubernetes"","" Linux"","" Problem Solving"","" Semantic Web"","" Software Engineering"","" Software Engineering Tools"","" Statistical Programming"","" Tensorflow"","" Web Design"","" Web Development Tools""}",4.7,6.1k,Beginner , Professional Certificate , 3 - 6 Months,false
Meta,Meta iOS Developer,"{"" Mobile Development"","" Swift Programming"","" iOS Development"","" Computer Programming"","" Mobile Development Tools"","" React (web framework)"","" Application Development"","" Software Engineering"","" Data Structures"","" User Experience"","" User Experience Design"","" Web Development"","" Computer Programming Tools"","" Software Engineering Tools"","" Front-End Web Development"","" Algorithms"","" Computer Science"","" Interactive Design"","" Javascript"","" Collaboration"","" Communication"","" Data Management"","" Django (Web Framework)"","" Human Computer Interaction"","" Linux"","" Problem Solving"","" Product Design"","" Software Architecture"","" Web Design""}",4.7,4.9k,Beginner , Professional Certificate , 3 - 6 Months,false
Google,Foundations of User Experience (UX) Design,"{"" User Experience"","" User Experience Design"","" User Research"","" Product Development""}",4.8,60.4k,Beginner , Course , 1 - 4 Weeks,false
Meta,Meta Android Developer,"{"" Mobile Development"","" Computer Programming"","" React (web framework)"","" Mobile Development Tools"","" Application Development"","" Software Engineering"","" Android Development"","" Other Programming Languages"","" Web Development"","" User Experience"","" Algorithms"","" Computer Science"","" Front-End Web Development"","" Javascript"","" Programming Principles"","" Cloud API"","" Collaboration"","" Communication"","" Data Management"","" Data Structures"","" Human Computer Interaction"","" Interactive Design"","" Linux"","" Problem Solving"","" Product Design"","" SQL"","" Software Architecture"","" Software Engineering Tools"","" Swift Programming"","" Web Design""}",4.6,5.1k,Beginner , Professional Certificate , 3 - 6 Months,false
University of Pennsylvania,Business and Financial Modeling,"{"" Business Analysis"","" Data Analysis"","" Finance"","" General Statistics"","" Probability & Statistics"","" Financial Analysis"","" Statistical Analysis"","" Forecasting"","" Mathematics"","" Spreadsheet Software"","" Statistical Tests"","" Basic Descriptive Statistics"","" Data Model"","" Mathematical Theory & Analysis"","" Risk Management"","" Correlation And Dependence"","" Probability Distribution"","" Decision Making"","" Investment Management"","" Accounting"","" Leadership and Management"","" Regression"","" Financial Accounting"","" Microsoft Excel"","" Linear Algebra"","" Performance Management"","" Cash Management"","" General Accounting"","" Computer Programming""}",4.5,10.6k,Beginner , Specialization , 3 - 6 Months,false
University of Pennsylvania,AI For Business,"{"" Machine Learning"","" Machine Learning Algorithms"","" Applied Machine Learning"","" Data Analysis"","" Algorithms"","" Human Learning"","" Leadership and Management"","" Business Analysis"","" Decision Making"","" Human Resources"","" People Management"","" People Analysis"","" Artificial Neural Networks"","" Deep Learning"","" Business Transformation"","" Customer Analysis"","" Finance"","" Financial Accounting"","" Marketing"","" Probability & Statistics"","" Regulations and Compliance"","" Statistical Machine Learning"","" Strategy"","" User Experience"","" Big Data""}",4.7,400,Beginner , Specialization , 3 - 6 Months,false
Google - Spectrum Sharing,Become a CBRS Certified Professional Installer by Google,"{"" Communication"","" SAS (Software)"","" Regulations and Compliance"","" Systems Design"","" System Security"","" Network Architecture"","" Process Analysis"","" Training"","" Decision Making"","" Operating Systems"","" Leadership and Management""}",4.6,184,Mixed , Course , 1 - 3 Months,false
Intuit,Intuit Academy Bookkeeping,"{"" Accounting"","" General Accounting"","" Financial Accounting"","" Business Analysis"","" Data Analysis"","" Financial Analysis"","" Cash Management"","" Finance"","" Financial Management"","" Accounts Payable and Receivable"","" Cost Accounting"","" Inventory Management"","" Accounting Software"","" Taxes""}",4.6,4.9k,Beginner , Professional Certificate , 3 - 6 Months,false
Google,Google Business Intelligence,"{"" Business Intelligence"","" Data Management"","" Data Model"","" Extract"","" Transform"","" Load"","" Leadership and Management"","" Tableau Software""}",4.7,940,Advanced , Professional Certificate , 3 - 6 Months,false
Google,Project Initiation: Starting a Successful Project,"{"" Project Management"","" Strategy and Operations"","" Collaboration"","" Communication"","" Leadership and Management"","" Planning""}",4.8,17.8k,Beginner , Course , 1 - 4 Weeks,false
Google,Ask Questions to Make Data-Driven Decisions,"{"" Business Communication"","" Data Analysis"","" Spreadsheet Software"","" Big Data"","" Communication"","" Leadership and Management"","" Problem Solving"","" Small Data""}",4.7,28.7k,Beginner , Course , 1 - 4 Weeks,false
Meta,Meta Database Engineer,"{"" SQL"","" Databases"","" Statistical Programming"","" Python Programming"","" Database Design"","" Programming Principles"","" Algorithms"","" Computer Science"","" Big Data"","" Software Testing"","" Application Development"","" Collaboration"","" Communication"","" Computer Programming"","" Data Analysis"","" Data Management"","" Data Model"","" Data Structures"","" Data Warehousing"","" Database Administration"","" Database Application"","" Database Theory"","" Django (Web Framework)"","" Javascript"","" Linux"","" Problem Solving"","" Project Management"","" Software Engineering"","" Software Engineering Tools"","" Tableau Software"","" Tensorflow"","" Web Development""}",4.6,4.4k,Beginner , Professional Certificate , 3 - 6 Months,false
Microsoft,Microsoft Cybersecurity Analyst,"{"" Cloud Computing"","" Computer Architecture"","" Cryptography"","" Data Management"","" Leadership and Management"","" Microsoft Azure"","" Network Security"","" Operating Systems""}",4.8,566,Beginner , Professional Certificate , 3 - 6 Months,false
Google,Análisis de Datos de Google,"{"" Data Analysis"","" Data Management"","" Databases"","" Exploratory Data Analysis"","" Data Visualization"","" SQL"","" Business Analysis"","" Microsoft Excel"","" Process Analysis"","" Statistical Programming"","" Data Structures"","" Extract"","" Transform"","" Load"","" Spreadsheet Software"","" Communication"","" Computer Programming"","" Problem Solving"","" Strategy"","" Visualization (Computer Graphics)"","" Organizational Development"","" Tableau Software"","" Data Analysis Software"","" Plot (Graphics)"","" Programming Principles"","" R Programming"","" Strategy and Operations"","" Research and Design"","" Business Communication"","" Computer Programming Tools"","" Computer Graphics"","" Data Model"","" Security Engineering"","" System Security""}",4.8,6.7k,Beginner , Professional Certificate , 3 - 6 Months,false
